2	51	4.142483323659504
2	52	4.06781451116184
2	53	4.055034123674614
2	54	4.012837224705172
2	55	3.953421399681035
2	56	3.7890163267933747
2	57	3.774881765818796
2	58	3.664265800147675
2	59	3.637189422148762
2	60	3.617734035364018
2	61	3.593618308129536
2	62	3.577721524509021
2	63	3.5722906061514177
2	64	3.5615783683009608
2	65	3.553761698390004
2	66	3.5200903281128424
2	67	3.5186455243303114
2	68	3.466422722433792
2	69	3.4345689040341987
2	70	3.4291060083326967
2	71	3.4239009185284166
2	72	3.418135498425232
2	73	3.4122925093230463
2	74	3.406028944963615
2	75	3.379668034033654
2	76	3.3769417571467586
2	77	3.326335860928751
2	78	3.3261309567107946
2	79	3.298853076409707
2	80	3.2949069106051923
2	81	3.2895889525425965
2	82	3.2713768718940743
2	83	3.2533380053261065
2	84	3.2405492482826
2	85	3.2143138974244
2	86	3.2024883170600935
2	87	3.192846115188842
2	88	3.1911714557285586
2	89	3.1815577738627865
2	90	3.16761267272753
2	91	3.1577588860468637
2	92	3.149527013754348
2	93	3.1482940974347455
2	94	3.137670537236755
2	95	3.1344958558346736
2	96	3.1277525158329733
2	97	3.1261314072619846
2	98	3.1245042248342823
2	99	3.123851640967086
2	100	3.1189257528257768
3	101	4.119783586161698
3	102	2.8208579894397
3	103	2.69284691927723
3	104	2.6344772701607315
3	105	2.6053050461411096
3	106	2.5490032620257876
3	107	2.429752280002408
3	108	2.3729120029701067
3	109	2.3324384599156054
3	110	2.3324384599156054
3	111	2.326335860928751
3	112	2.285557309007774
3	113	2.271841606536499
3	114	2.2227164711475833
3	115	2.2121876044039577
3	116	2.187520720836463
3	117	2.1789769472931693
3	118	2.1522883443830563
3	119	2.1522883443830563
3	120	2.0969100130080562
3	121	2.0453229787866576
3	122	2.03342375548695
3	123	2.0170333392987803
3	124	1.99563519459755
3	125	1.9912260756924949
3	126	1.9731278535996986
3	127	1.9493900066449128
3	128	1.9493900066449128
3	129	1.9344984512435677
3	130	1.9294189257142926
3	131	1.9242792860618816
3	132	1.919078092376074
3	133	1.919078092376074
3	134	1.8864907251724818
3	135	1.8864907251724818
3	136	1.8808135922807914
3	137	1.8750612633917
3	138	1.8573324964312685
3	139	1.8573324964312685
