2000	67	4.106598813212537
2000	161	3.484869032720402
2000	288	4.393996133258346
2000	289	3.6221103603612197
2000	294	3.486005186362242
2000	328	3.9263939002696824
2000	329	4.118198568045036
2000	330	3.889413764042709
2000	331	4.4133165318842655
2000	468	3.6343764940883676
2000	475	4.673454063459422
2000	527	4.522509437992878
2000	545	4.272491400688568
2000	644	3.823539433656859
2000	701	3.922154325231059
2000	907	4.035269600099436
2000	1444	4.703798475504218
2000	1449	3.7048366062114035
2000	2018	3.4252080511386565
2000	2031	3.2889196056617265
2000	2179	4.2048522369282155
2000	2226	3.540954808926133
2000	2236	3.428134794028789
2000	2247	3.464042205438811
2000	2500	3.5801263254115825
2000	2919	4.410996433516383
2000	2927	3.307923703611882
2000	3713	3.2337573629655103
2000	5988	4.036069700697702
2000	6621	3.3070679506612985
2000	6626	3.92069713446992
2000	7340	3.42781057267599
2000	8364	3.420120848085703
2000	9902	3.581949658373318
2000	10429	3.590953235187986
2000	11139	3.942950070077099
2000	18121	4.370365030453921
2000	18122	4.030437792627049
2000	18123	3.910143961064513
2000	18124	3.8427340189482697
2000	18125	3.6449307079135873
2000	18126	3.5764565324056203
2000	18127	3.519434194913703
2000	18128	3.4144719496293026
2000	18129	3.318272080211627
2000	18130	3.2995072987004876
2000	18131	3.2873537727147464
2000	18132	3.2650537885040145
2000	18133	3.1925674533365456
2000	18134	3.184691430817599
2001	166	2.6866362692622934
2001	198	2.6242820958356683
2001	488	2.6464037262230695
2001	494	2.545307116465824
2001	497	2.591064607026499
2001	517	3.2933625547114453
2001	518	2.597695185925512
2001	533	2.6483600109809315
2001	614	3.0145205387579237
2001	706	2.6720978579357175
2001	707	3.6976651626476746
2001	710	2.8000293592441343
2001	724	3.042181594515766
2001	779	2.6848453616444123
2001	785	3.1934029030624176
2001	816	2.7075701760979363
2001	826	2.6384892569546374
2001	841	2.597695185925512
2001	843	4.4601608707657645
2001	854	2.9542425094393248
2001	922	2.629409599102719
2001	923	2.6384892569546374
2001	930	2.6148972160331345
2001	937	2.835056101720116
2001	949	2.7810369386211318
2001	954	2.7218106152125467
2001	978	2.781755374652469
2001	1044	2.8536982117761744
2001	1104	2.905256048748451
2001	1119	2.6444385894678386
2001	1145	2.8739015978644615
2001	1249	2.582063362911709
2001	1274	2.72916478969277
2001	1342	2.597695185925512
2001	1527	2.9731278535996988
2001	1545	3.150756439860309
2001	1672	3.2990712600274095
2001	1817	2.69284691927723
2001	2143	2.696356388733332
2001	2379	2.6074550232146687
2001	2380	2.977266212427293
2001	3240	3.2823955047425257
2001	3637	2.683947130751512
